Unnamed: 0,date,n_sick,calls,n_duty,n_sby,sby_need,dafted,Outlier,date_str,weekofyear,date_weekday,weekday_weekofyear,day,month,year,month_int,season,Feiertage,schulferien,avg_7,avg_8,avg_9,avg_10,avg_11,avg_12,avg_13,avg_14,avg_15,avg_16,avg_17,avg_18,avg_19,avg_20,avg_21,avg_22,avg_23,avg_24,avg_25,avg_26,avg_27,avg_28,avg_29,avg_30
255,2016-12-12,70,7506.0,1700,90,0.0,0.0,False,2016-12-12,50,Mon,Mon 50,12,Dec,2016,12,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4285714285714284,2.2666666666666666,2.125,2.0,1.8888888888888888,1.7894736842105263,1.7,1.619047619047619,1.5454545454545454,2.5652173913043477,2.4583333333333335,2.36,2.269230769230769,2.185185185185185,2.107142857142857,2.0344827586206895,1.9666666666666666
256,2016-12-13,68,7116.0,1700,90,0.0,0.0,False,2016-12-13,50,Tue,Tue 50,13,Dec,2016,12,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4285714285714284,2.2666666666666666,2.125,2.0,1.8888888888888888,1.7894736842105263,1.7,1.619047619047619,1.5454545454545454,2.5652173913043477,2.4583333333333335,2.36,2.269230769230769,2.185185185185185,2.107142857142857,2.0344827586206895,1.9666666666666666
257,2016-12-14,71,5934.0,1700,90,0.0,0.0,False,2016-12-14,50,Wed,Wed 50,14,Dec,2016,12,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4285714285714284,2.2666666666666666,2.125,2.0,1.8888888888888888,1.7894736842105263,1.7,1.619047619047619,1.5454545454545454,2.5652173913043477,2.4583333333333335,2.36,2.269230769230769,2.185185185185185,2.107142857142857,2.0344827586206895,1.9666666666666666
258,2016-12-15,70,5118.0,1700,90,0.0,0.0,False,2016-12-15,50,Thu,Thu 50,15,Dec,2016,12,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4285714285714284,2.2666666666666666,2.125,2.0,1.8888888888888888,1.7894736842105263,1.7,1.619047619047619,1.5454545454545454,2.5652173913043477,2.4583333333333335,2.36,2.269230769230769,2.185185185185185,2.107142857142857,2.0344827586206895,1.9666666666666666
259,2016-12-16,62,5802.0,1700,90,0.0,0.0,False,2016-12-16,50,Fri,Fri 50,16,Dec,2016,12,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,2016-12-17,57,6642.0,1700,90,0.0,0.0,False,2016-12-17,50,Sat,Sat 50,17,Dec,2016,12,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,2016-12-18,62,4692.0,1700,90,0.0,0.0,False,2016-12-18,50,Sun,Sun 50,18,Dec,2016,12,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2016-12-19,61,6798.0,1700,90,0.0,0.0,False,2016-12-19,51,Mon,Mon 51,19,Dec,2016,12,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,2016-12-20,51,6480.0,1700,90,0.0,0.0,False,2016-12-20,51,Tue,Tue 51,20,Dec,2016,12,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,2016-12-21,49,5244.0,1700,90,0.0,0.0,False,2016-12-21,51,Wed,Wed 51,21,Dec,2016,12,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2016-12-22,49,6000.0,1700,90,0.0,0.0,False,2016-12-22,51,Thu,Thu 51,22,Dec,2016,12,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,2016-12-23,48,5496.0,1700,90,0.0,0.0,False,2016-12-23,51,Fri,Fri 51,23,Dec,2016,12,Winter,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,2016-12-24,44,5172.0,1700,90,0.0,0.0,False,2016-12-24,51,Sat,Sat 51,24,Dec,2016,12,Winter,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2016-12-25,50,6030.0,1700,90,0.0,0.0,False,2016-12-25,51,Sun,Sun 51,25,Dec,2016,12,Winter,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,2016-12-26,61,6714.0,1700,90,0.0,0.0,False,2016-12-26,52,Mon,Mon 52,26,Dec,2016,12,Winter,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,2016-12-27,80,6828.0,1700,90,0.0,0.0,False,2016-12-27,52,Tue,Tue 52,27,Dec,2016,12,Winter,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,2016-12-28,91,6096.0,1700,90,0.0,0.0,False,2016-12-28,52,Wed,Wed 52,28,Dec,2016,12,Winter,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,2016-12-29,96,7326.0,1700,90,0.0,0.0,False,2016-12-29,52,Thu,Thu 52,29,Dec,2016,12,Winter,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,2016-12-30,92,5478.0,1700,90,0.0,0.0,False,2016-12-30,52,Fri,Fri 52,30,Dec,2016,12,Winter,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,2016-12-31,66,5754.0,1700,90,0.0,0.0,False,2016-12-31,52,Sat,Sat 52,31,Dec,2016,12,Winter,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,2017-01-01,60,6336.0,1800,90,0.0,0.0,False,2017-01-01,52,Sun,Sun 52,01,Jan,2017,1,Winter,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,2017-01-02,70,8550.0,1800,90,0.0,0.0,False,2017-01-02,1,Mon,Mon 1,02,Jan,2017,1,Winter,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,2017-01-03,74,8238.0,1800,90,0.0,0.0,False,2017-01-03,1,Tue,Tue 1,03,Jan,2017,1,Winter,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2017-01-04,76,7902.0,1800,90,0.0,0.0,False,2017-01-04,1,Wed,Wed 1,04,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,2017-01-05,76,8268.0,1800,90,0.0,0.0,False,2017-01-05,1,Thu,Thu 1,05,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,2017-01-06,71,6054.0,1800,90,0.0,0.0,False,2017-01-06,1,Fri,Fri 1,06,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,2017-01-07,81,7152.0,1800,90,0.0,0.0,False,2017-01-07,1,Sat,Sat 1,07,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2017-01-08,88,6318.0,1800,90,0.0,0.0,False,2017-01-08,1,Sun,Sun 1,08,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,2017-01-09,89,5418.0,1800,90,0.0,0.0,False,2017-01-09,2,Mon,Mon 2,09,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2017-01-10,80,5376.0,1800,90,0.0,0.0,False,2017-01-10,2,Tue,Tue 2,10,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,2017-01-11,73,5976.0,1800,90,0.0,0.0,False,2017-01-11,2,Wed,Wed 2,11,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,2017-01-12,55,6414.0,1800,90,0.0,0.0,False,2017-01-12,2,Thu,Thu 2,12,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,2017-01-13,47,5496.0,1800,90,0.0,0.0,False,2017-01-13,2,Fri,Fri 2,13,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,2017-01-14,49,4668.0,1800,90,0.0,0.0,False,2017-01-14,2,Sat,Sat 2,14,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,2017-01-15,53,4074.0,1800,90,0.0,0.0,False,2017-01-15,2,Sun,Sun 2,15,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,2017-01-16,58,6300.0,1800,90,0.0,0.0,False,2017-01-16,3,Mon,Mon 3,16,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
291,2017-01-17,52,6948.0,1800,90,0.0,0.0,False,2017-01-17,3,Tue,Tue 3,17,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
292,2017-01-18,50,4920.0,1800,90,0.0,0.0,False,2017-01-18,3,Wed,Wed 3,18,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
293,2017-01-19,55,4938.0,1800,90,0.0,0.0,False,2017-01-19,3,Thu,Thu 3,19,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
294,2017-01-20,62,6870.0,1800,90,0.0,0.0,False,2017-01-20,3,Fri,Fri 3,20,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
295,2017-01-21,58,5592.0,1800,90,0.0,0.0,False,2017-01-21,3,Sat,Sat 3,21,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
296,2017-01-22,60,6618.0,1800,90,0.0,0.0,False,2017-01-22,3,Sun,Sun 3,22,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
297,2017-01-23,65,7248.0,1800,90,0.0,0.0,False,2017-01-23,4,Mon,Mon 4,23,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
298,2017-01-24,63,5400.0,1800,90,0.0,0.0,False,2017-01-24,4,Tue,Tue 4,24,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
299,2017-01-25,57,4860.0,1800,90,0.0,0.0,False,2017-01-25,4,Wed,Wed 4,25,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
300,2017-01-26,66,5196.0,1800,90,0.0,0.0,False,2017-01-26,4,Thu,Thu 4,26,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
301,2017-01-27,73,6330.0,1800,90,0.0,0.0,False,2017-01-27,4,Fri,Fri 4,27,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
302,2017-01-28,62,5442.0,1800,90,0.0,0.0,False,2017-01-28,4,Sat,Sat 4,28,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
303,2017-01-29,64,5742.0,1800,90,0.0,0.0,False,2017-01-29,4,Sun,Sun 4,29,Jan,2017,1,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
304,2017-01-30,67,7212.0,1800,90,0.0,0.0,False,2017-01-30,5,Mon,Mon 5,30,Jan,2017,1,Winter,0,1,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
305,2017-01-31,56,5904.0,1800,90,0.0,0.0,False,2017-01-31,5,Tue,Tue 5,31,Jan,2017,1,Winter,0,1,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
306,2017-02-01,48,6786.0,1800,90,0.0,0.0,False,2017-02-01,5,Wed,Wed 5,01,Feb,2017,2,Winter,0,1,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
307,2017-02-02,50,8844.0,1800,90,19.0,0.0,False,2017-02-02,5,Thu,Thu 5,02,Feb,2017,2,Winter,0,1,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
308,2017-02-03,54,7494.0,1800,90,0.0,0.0,False,2017-02-03,5,Fri,Fri 5,03,Feb,2017,2,Winter,0,1,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
309,2017-02-04,44,6666.0,1800,90,0.0,0.0,False,2017-02-04,5,Sat,Sat 5,04,Feb,2017,2,Winter,0,1,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
310,2017-02-05,48,5898.0,1800,90,0.0,0.0,False,2017-02-05,5,Sun,Sun 5,05,Feb,2017,2,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
311,2017-02-06,58,8844.0,1800,90,27.0,0.0,False,2017-02-06,6,Mon,Mon 6,06,Feb,2017,2,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
312,2017-02-07,60,6798.0,1800,90,0.0,0.0,False,2017-02-07,6,Tue,Tue 6,07,Feb,2017,2,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
313,2017-02-08,65,8664.0,1800,90,0.0,0.0,False,2017-02-08,6,Wed,Wed 6,08,Feb,2017,2,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
314,2017-02-09,60,6204.0,1800,90,0.0,0.0,False,2017-02-09,6,Thu,Thu 6,09,Feb,2017,2,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
315,2017-02-10,66,7032.0,1800,90,0.0,0.0,False,2017-02-10,6,Fri,Fri 6,10,Feb,2017,2,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
316,2017-02-11,62,7638.0,1800,90,0.0,0.0,False,2017-02-11,6,Sat,Sat 6,11,Feb,2017,2,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
317,2017-02-12,58,7398.0,1800,90,0.0,0.0,False,2017-02-12,6,Sun,Sun 6,12,Feb,2017,2,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
318,2017-02-13,62,5724.0,1800,90,0.0,0.0,False,2017-02-13,7,Mon,Mon 7,13,Feb,2017,2,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
319,2017-02-14,56,6816.0,1800,90,0.0,0.0,False,2017-02-14,7,Tue,Tue 7,14,Feb,2017,2,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
320,2017-02-15,60,5868.0,1800,90,0.0,0.0,False,2017-02-15,7,Wed,Wed 7,15,Feb,2017,2,Winter,0,0,0.0,0.0,0.0,2.7,2.4545454545454546,2.25,2.076923076923077,3.2857142857142856,3.066666666666667,2.875,2.7058823529411766,2.5555555555555554,2.4210526315789473,2.3,2.1904761904761907,2.090909090909091,2.0,1.9166666666666667,1.84,1.7692307692307692,1.7037037037037037,1.6428571428571428,1.5862068965517242,1.5333333333333334
321,2017-02-16,67,7812.0,1800,90,0.0,0.0,False,2017-02-16,7,Thu,Thu 7,16,Feb,2017,2,Winter,0,0,8.714285714285714,7.625,6.777777777777778,6.1,5.545454545454546,5.083333333333333,4.6923076923076925,11.785714285714286,28.866666666666667,27.0625,25.470588235294116,24.055555555555557,22.789473684210527,21.65,20.61904761904762,19.681818181818183,18.82608695652174,18.041666666666668,17.32,16.653846153846153,16.037037037037038,15.464285714285714,14.931034482758621,14.433333333333334
